"","tax","fun"
"1",0.836577469871059,0.29982380899036
"2",0.863539704263812,0.370286654936573
"3",0.854569884330541,0.320735840963287
"4",0.831640994332487,0.294771998001968
"5",0.835303675560756,0.238021036955822
"6",0.860173981020343,0.376651352054625
"7",0.866027544862758,0.407944340567048
"8",0.871433367475537,0.332394536660376
"9",0.862176745566385,0.327632388970456
"10",0.866223008575395,0.361773450792274
"11",0.865234562485123,0.455543447571976
"12",0.828561811241225,0.360231228540534
"13",0.857403685409686,0.301998554759283
"14",0.84473116505152,0.243901083426583
"15",0.84049631884824,0.212064931996307
"16",0.879359652771829,0.351262822328825
"17",0.848757495707348,0.350433368629025
"18",0.832348941960654,0.271353013617605
"19",0.807042329703526,0.250104393890509
"20",0.835977296986916,0.375958170748592
"21",0.855737804427468,0.340637191236509
"22",0.854403463919748,0.377453131039796
"23",0.869917579353081,0.42309562875837
"24",0.854451659417644,0.312164419750329
"25",0.88433407002651,0.500017872257022
"26",0.82013559414035,0.259939259847111
"27",0.845224934978944,0.366997791260691
"28",0.821247738387153,0.360853332308237
"29",0.869103956501992,0.340810447418695
"30",0.880307004686778,0.397761783131963
"31",0.780328529207375,0.367148970780752
"32",0.844114746852664,0.305186937230279
"33",0.875026532799788,0.432197919076486
"34",0.850961378311597,0.261546476139098
"35",0.854676799055702,0.328018584105839
"36",0.842341902876912,0.277794630592716
"37",0.854472798486805,0.299712470913086
"38",0.809923854590754,0.318883610070189
"39",0.790863306900895,0.202385885325501
"40",0.845184239492859,0.285288362857326
"41",0.859959635730739,0.342251882995741
"42",0.850037237336316,0.240479853412667
"43",0.857725565668653,0.260215226587355
"44",0.807475968979725,0.256445582963779
"45",0.884481300050143,0.329976085721133
"46",0.761637387284812,0.243919627073358
"47",0.866244554087095,0.323217368519572
"48",0.862876604548733,0.435078080794446
"49",0.84323069152922,0.353610193184252
"50",0.845839775672689,0.285047912058232
"51",0.859848503020211,0.374085156762707
"52",0.854207950965096,0.314382501274731
"53",0.816179817324188,0.308966553277071
"54",0.857676650466254,0.34842596162189
"55",0.887731354339452,0.391719561147974
"56",0.839758159121877,0.288894527758652
"57",0.852121483121782,0.264302476129553
"58",0.853464600182988,0.335817742460345
"59",0.848299706911959,0.181353575724686
"60",0.853175878848313,0.404387221071677
"61",0.861522888059929,0.281241417687057
"62",0.876019090726562,0.361733290195593
"63",0.889998063978158,0.389002447964318
"64",0.850120839065919,0.424602885126086
"65",0.88672816173338,0.531965448318719
"66",0.776702328675519,0.244799209391311
"67",0.794236237087831,0.304361632148091
"68",0.870585157164058,0.299441156921344
"69",0.869637760342393,0.299506928748782
"70",0.851669978402471,0.265230063075056
"71",0.852725152875673,0.408726534495073
"72",0.837765221210834,0.249206185440007
"73",0.875687386134786,0.388953076145967
"74",0.863385996038522,0.327363360451431
"75",0.879971125188578,0.397403669431869
