"","tax","fun"
"1",0.901290475026945,0.273388647506329
"2",0.878323174266135,0.311202744659418
"3",0.875929485518448,0.136372595321893
"4",0.855259704697908,0.153020250289781
"5",0.896009081917347,0.195084024181366
"6",0.865064577185626,0.183552922808173
"7",0.927017737424696,0.249308224587352
"8",0.889005564460282,0.225724574623053
"9",0.829648067556019,0.0930747964426957
"10",0.877497129980259,0.131597946786103
"11",0.895671455718958,0.191618183679522
"12",0.880449704453987,0.199214977118459
"13",0.88752893231515,0.244381581287582
"14",0.870230450497123,0.152024533326239
"15",0.893131315067133,0.157779956307346
"16",0.859680798656655,0.237866491879081
"17",0.873575882875172,0.223304968078185
"18",0.882422369739965,0.151007671156423
"19",0.896753016051973,0.231687223840666
"20",0.853808566589048,0.154567582903108
"21",0.894132962386227,0.271026258918551
"22",0.891357028367019,0.161662999979223
"23",0.872037765956118,0.240540795390744
"24",0.83162733583813,0.148544397565727
"25",0.868592797746784,0.114349932653804
"26",0.856065542378702,0.22016731905093
"27",0.900173649756609,0.172480014532264
"28",0.887015320430324,0.135962202965794
"29",0.861261535498184,0.123146840972101
"30",0.857276833335655,0.211016302168677
"31",0.921079286811969,0.310599221944206
"32",0.896352944411048,0.241698848065126
"33",0.871458624707874,0.135534426459466
"34",0.887933342051513,0.191145685822107
"35",0.879321510060779,0.137849002611469
"36",0.882328317189724,0.147352469341099
"37",0.882879966241075,0.188664067513611
"38",0.856164614095963,0.132349591913794
"39",0.858093865986577,0.163233180223015
"40",0.893013926630259,0.175621559622871
"41",0.870670340292193,0.131288288114543
"42",0.872858605010827,0.153343338654967
"43",0.869605446472606,0.188174677901449
"44",0.874088446126362,0.234079829848154
"45",0.868431292729203,0.173986891183577
"46",0.88361188545349,0.259231007550395
"47",0.895585066094993,0.190507136175195
"48",0.84974851615097,0.199272833321668
"49",0.876052968772933,0.134048058891048
"50",0.872233197511758,0.137453766645579
"51",0.844958196772458,0.117583149052405
"52",0.909119090276896,0.228361863027979
"53",0.888063059546241,0.189109629930307
"54",0.866305079288355,0.245324523183427
"55",0.863718918062506,0.195064176727517
"56",0.869758773292926,0.141754400228703
"57",0.889362673519654,0.185843871544134
"58",0.880845171538786,0.0853572513293626
"59",0.907139397988691,0.283329981659591
"60",0.873978536845413,0.175301124020612
"61",0.849196612860191,0.175786042383662
"62",0.872699508415899,0.123302425872959
"63",0.898737799537964,0.141956923875578
"64",0.884031497380728,0.221915177889699
"65",0.872787394307444,0.138648192423006
"66",0.878456582698809,0.150214653808407
"67",0.885918200251923,0.107470164795754
"68",0.883255874130106,0.266483148567895
"69",0.906322464277124,0.296165999159155
"70",0.907203142553836,0.209653691658065
"71",0.879418976346612,0.131480103701801
"72",0.90364748660228,0.220648854947674
"73",0.896296344862898,0.213171658891964
"74",0.836416139847357,0.136910677339248
"75",0.884433345689331,0.170781520780889
"76",0.864865146314342,0.213840245791423
"77",0.870599028171126,0.139477169854211
"78",0.847366266719992,0.189640354859938
"79",0.878423818755147,0.242834522648039
"80",0.877880298019314,0.138085900616066
"81",0.857060750149294,0.163948289581512
"82",0.901452279055258,0.153501916892297
"83",0.886928509383507,0.136592838164826
"84",0.852517658245721,0.173732739108822
"85",0.883136596980297,0.16924170174958
"86",0.874438272940757,0.132876822838015
"87",0.847957659257077,0.137399483939715
"88",0.880696953011984,0.153170910870441
"89",0.881369071189915,0.144502647174319
"90",0.890340228864801,0.232511991781622
"91",0.872781828047389,0.163230206814538
"92",0.865906570319885,0.133196838851282
"93",0.897161773376732,0.250833876659398
"94",0.896465561352969,0.278486503051063
"95",0.838748151735175,0.122464095751435
"96",0.878590117384822,0.134698458299427
"97",0.865443537710873,0.227231367476776
"98",0.879952589770962,0.107882457278199
"99",0.869711577983118,0.160490566251735
"100",0.899816112506157,0.283500138277832
"101",0.85839608416555,0.11437016092439
"102",0.865097072309522,0.13570905371051
"103",0.914190612744824,0.290495025016403
"104",0.883129151201652,0.236003613962683
"105",0.886599041242458,0.166566315471213
"106",0.903915979779809,0.274605734202648
"107",0.883419587143253,0.158563467887124
"108",0.89433909553929,0.186236197302888
"109",0.878416166001657,0.271982124319841
"110",0.850518800168237,0.130576700351052
"111",0.848308100269124,0.129596144791233
"112",0.88964783028448,0.144637539694285
"113",0.862300447581012,0.163962949343293
"114",0.865993613381104,0.138415101800497
"115",0.879275775476191,0.20306866217024
"116",0.87868020656468,0.228544482205646
"117",0.895200119731978,0.227427558122076
"118",0.903686585926217,0.162265064635347
"119",0.86366461828529,0.123095504819503
"120",0.873703375884581,0.15512685234403
"121",0.871625970468331,0.0955873120063741
"122",0.874049666254844,0.240936850547685
"123",0.893229827410241,0.142410184831851
"124",0.863827392691088,0.159866171039587
"125",0.88252153633284,0.132705319866658
"126",0.874811306973782,0.111060307196263
"127",0.866940166376419,0.14542065097525
"128",0.895126881809806,0.176392079726517
"129",0.88185004270743,0.186923681358227
"130",0.874351432505523,0.160180711964073
"131",0.872658937655801,0.109019595086212
"132",0.856332718565679,0.117113791265065
"133",0.874935630689058,0.128769725231652
"134",0.864589602889169,0.165267247135416
"135",0.882151895859653,0.163664599141581
"136",0.905442463038059,0.225883720229508
"137",0.867059829111307,0.143150957859405
"138",0.858461740909842,0.183491780610712
"139",0.870764300201211,0.121534955171161
"140",0.852691218951264,0.109465286559596
"141",0.877124449114169,0.179008704967173
"142",0.874280694165314,0.109188328271131
"143",0.864244789016859,0.178862069857597
"144",0.87506525703743,0.155657668352042
"145",0.851660163148998,0.236178781240874
"146",0.87882343979764,0.0987566564739419
"147",0.912502273333181,0.18150336886024
"148",0.862140566805737,0.164137556966683
"149",0.876627020596596,0.129500217548699
"150",0.858270867181595,0.146413986131986
"151",0.883670475955839,0.237838056854576
"152",0.875765772775999,0.153486139137821
"153",0.855762845661946,0.14146759411449
"154",0.884615353475556,0.165870130796656
"155",0.852971264440161,0.10992315005463
"156",0.881239767681928,0.127621466917553
"157",0.880302336376157,0.136992774759695
"158",0.875107178531382,0.150910222655127
"159",0.88639719760403,0.271966486162703
"160",0.883901184274728,0.232448898796988
"161",0.832163797709513,0.101127039061767
"162",0.901604389062591,0.174911807103604
"163",0.850612241316681,0.134334869157605
"164",0.886009964162615,0.246252310164619
"165",0.871225376354955,0.19708855032516
"166",0.84094972859093,0.119121756853084
"167",0.863693969065852,0.139943445222127
"168",0.889588841837873,0.124121315565894
"169",0.890313948045038,0.161960469141342
"170",0.864767180183591,0.118457490839744
"171",0.87216399246106,0.148003044586507
"172",0.862453110957269,0.153198074392077
"173",0.873614556863485,0.167817412135545
"174",0.884830323398356,0.214449338092105
"175",0.881185437378078,0.219131361652536
"176",0.876403596117841,0.245699692702743
"177",0.894680052870787,0.264528099375408
"178",0.860301075973119,0.136061760286943
"179",0.894959083889496,0.178212828565602
"180",0.870720931040605,0.156568936097384
"181",0.864592712787101,0.109408585999445
"182",0.873963007655996,0.180088025068197
"183",0.890103750343397,0.286593458199822
"184",0.88748879981864,0.149636884708066
"185",0.892405016908071,0.184257813371566
"186",0.89367445797324,0.157869585715538
"187",0.900939878521554,0.159494215527745
"188",0.902018081685004,0.224930850486274
"189",0.869830716011722,0.108495906327972
"190",0.876658423957274,0.206432723976652
"191",0.893309352190589,0.203895861207741
"192",0.897212806908642,0.217173118761411
"193",0.891372705912085,0.120728999138163
"194",0.872102625359007,0.173488457074913
"195",0.860926268882646,0.172581342737476
"196",0.879726265716913,0.190385349655224
"197",0.882513159915856,0.149696334686629
"198",0.861032006357219,0.117899444678791
"199",0.874185401831041,0.243375650585702
"200",0.877260936189625,0.138563299187744
"201",0.906167544262386,0.218723320037384
"202",0.884329536490593,0.179878138668059
"203",0.90381537755907,0.228954430464687
"204",0.898479075854165,0.246973455850943
"205",0.898315235052153,0.147823489690311
"206",0.868245508343104,0.156187319351309
"207",0.875477417382034,0.178131432860607
"208",0.88017104994093,0.196112572841917
"209",0.884837004847397,0.202137848057514
"210",0.848708778583489,0.169521538062168
"211",0.887297324275657,0.196971420108357
"212",0.886863644445405,0.196610861755957
"213",0.900788236762016,0.169663336745204
"214",0.866177151112707,0.12347165025669
"215",0.853645837367174,0.243757649854807
"216",0.862414838881828,0.240580548319739
"217",0.907274667367798,0.440402552372989
"218",0.887492947265661,0.183870397780173
"219",0.865947583569984,0.225539602771529
"220",0.893357099475069,0.127423354617264
"221",0.902448140270094,0.169033420513539
"222",0.886749318481919,0.161201798286032
"223",0.892442693974811,0.171604483532281
"224",0.883221415803782,0.129723343393398
